libxcursor 1.2.1-1
libxcvt 0.1.2-1
libxdamage 1.1.5-4
libxdg-basedir 1.2.3-1
libxdmcp 1.1.3-4
libxext 1.3.4-4
libxfce4ui 4.16.1-1
libxfce4util 4.16.0-1
libxfixes 6.0.0-1
libxfont2 2.0.6-1
libxft 2.3.6-1
libxi 1.8-1
libxinerama 1.1.4-4
libxkbcommon 1.4.1-1
libxkbcommon-x11 1.4.1-1
libxkbfile 1.1.0-3
libxklavier 5.4-3
libxml2 2.10.2-2
libxmlb 0.3.9-1
libxmlrpc 1:1.51.08-2
libxmu 1.1.3-3
libxpm 3.5.13-3
libxrandr 1.5.2-4
libxrender 0.9.10-5
libxres 1.2.1-1
libxshmfence 1.3-3
libxslt 1.1.37-2
libxss 1.2.3-4
libxt 1.2.1-1
libxtst 1.2.3-5
libxv 1.0.11-5
libxxf86vm 1.1.4-5
libyaml 0.2.5-1
libytnef 1:2.0-2
libyuv r2322+3aebf69d-1
libzip 1.9.2-1
licenses 20220125-1
lightsoff 40.0.1-1
lilv 0.24.20-1
linux 5.19.9.arch1-1
linux-api-headers 5.18.15-1
linux-firmware 20220815.8413c63-1
linux-firmware-whence 20220815.8413c63-1
llvm 14.0.6-3
llvm-libs 14.0.6-3
lm_sensors 1:3.6.0.r41.g31d1f125-1
lmdb 0.9.29-1
lua 5.4.4-2
lua-lpeg 1.0.2-4
lua52 5.2.4-5
luajit 2.1.0.beta3.r439.g633f265f-1
lv2 1.18.10-1
lvm2 2.03.16-2
lxmenu-data 0.1.5-3
lz4 1:1.9.4-1
lzo 2.10-3
m4 1.4.19-1
mailcap 2.1.53-1
make 4.3-3
malcontent 0.10.5-1
man-db 2.10.2-1
md4c 0.4.8-1
mdadm 4.2-2
media-player-info 24-2
menu-cache 1.1.0-3
mesa 22.1.7-1
mesa-utils 8.5.0-2
meson 0.63.2-1
metis 5.1.0.p10-2
milou 5.25.5-1
minizip 1:1.2.12-2
mjpegtools 2.2.1-1
mkinitcpio 31-3
mkinitcpio-busybox 1.35.0-1
mobile-broadband-provider-info 20220725-1
mod_dnssd 0.6-8
modemmanager 1.18.12-1
modemmanager-qt 5.98.0-1
mpd 0.23.9-3
mpfr 4.1.0.p13-3
mpg123 1.30.2-1
msgpack-c 4.0.0-1
mtdev 1.1.6-2
mtools 1:4.0.40-1
multipath-tools 0.9.1-1
mutter 42.5-1
nautilus 42.2-1
ncurses 6.3-3
ncurses5-compat-libs 6.3-1
ndctl 74-1
neofetch 7.1.0-2
neon 0.32.4-1
neovim 0.7.2-3
nerd-fonts-hack 2.2.2-1
net-snmp 5.9.1-4
netpbm 10.73.37-2
nettle 3.8.1-1
networkmanager 1.40.0-1
networkmanager-dmenu-git r161.d1ae627-1
networkmanager-qt 5.98.0-1
ninja 1.11.1-1
nm-connection-editor 1.28.0-1
node-gyp 9.1.0-1
nodejs 18.9.0-1
nodejs-nopt 6.0.0-1
nordic-wallpapers 20220831-1
noto-fonts 20220607-1
noto-fonts-emoji 20220906-1
npm 8.19.2-1
npth 1.6-3
nspr 4.35-1
nss 3.83-1
ntfs-3g 2022.5.17-1
numactl 2.0.15-1
ocl-icd 2.3.1-1
oh-my-zsh-git r6647.7dcabbe68-1
oh-my-zsh-powerline-theme-git r81.56021ec-1
openal 1.22.2-1
opencore-amr 0.1.6-1
openexr 3.1.5-1
openjpeg2 2.5.0-1
openmpi 4.1.4-2
openpmix 4.2.0-1
openssh 9.0p1-1
openssl 1.1.1.q-1
opus 1.3.1-3
orc 0.4.32-1
orca 42.3-1
os-prober 1.80-1
osinfo-db 20220830-1
ostree 2022.5-4
ovh-ttyrec-git v1.1.6.7.r1.ga13ca74-2
oxygen 5.25.5-1
oxygen-sounds 5.25.5-1
p11-kit 0.24.1-1
pacman 6.0.1-7
pacman-mirrorlist 20220828-1
pacwall-git 2.3.r10.gbcc90aa-1
pam 1.5.2-1
pambase 20211210-1
pandoc 2.19-1
pango 1:1.50.10-1
pangomm 2.46.2-1
parted 3.5-1
patch 2.7.6-8
pciutils 3.8.0-2
pcmanfm 1.3.2-1
pcre 8.45-2
pcre2 10.40-1
pcsclite 1.9.9-1
perl 5.36.0-1
perl-encode-locale 1.05-9
perl-error 0.17029-4
perl-file-listing 6.15-2
perl-html-parser 3.78-2
perl-html-tagset 3.20-12
perl-http-cookies 6.10-3
perl-http-daemon 6.14-2
perl-http-date 6.05-5
perl-http-message 6.37-1
perl-http-negotiate 6.01-10
perl-io-html 1.004-3
perl-libwww 6.67-1
perl-lwp-mediatypes 6.04-2
perl-mailtools 2.21-6
perl-net-http 6.22-2
perl-timedate 2.33-4
perl-try-tiny 0.31-2
perl-uri 5.12-1
perl-www-robotrules 6.02-10
perl-xml-parser 2.46-4
pfetch 0.6.0-3
phodav 2.5-2
phonon-qt5 4.11.1-3
phonon-qt5-gstreamer 4.10.0-3
picom 9.1-3
pinentry 1.2.0-1
pipewire 1:0.3.58-1
pipewire-alsa 1:0.3.58-1
pixman 0.40.0-2
pkgconf 1.8.0-1
plasma-browser-integration 5.25.5-1
plasma-desktop 5.25.5-1
plasma-disks 5.25.5-1
plasma-firewall 5.25.5-1
plasma-framework 5.98.0-1
plasma-integration 5.25.5-2
plasma-nm 5.25.5-1
plasma-pa 5.25.5-1
plasma-sdk 5.25.5-1
plasma-systemmonitor 5.25.5-1
plasma-thunderbolt 5.25.5-1
plasma-vault 5.25.5-1
plasma-workspace 5.25.5-3
plasma-workspace-wallpapers 5.25.5-1
plocate 1.1.16-1
polari 42.1-1
polkit 121-1
polkit-kde-agent 5.25.5-1
polkit-qt5 0.114.0-1
polybar 3.6.3-2
poppler 22.09.0-1
poppler-glib 22.09.0-1
poppler-qt5 22.09.0-1
popt 1.18-3
portaudio 1:19.7.0-1
potrace 1.16-2
powerdevil 5.25.5-1
powerline-common 2.8.2-4
powerline-fonts 2.8.2-4
ppp 2.4.9-2
prison 5.98.0-1
procps-ng 3.3.17-1
protobuf 21.6-1
protobuf-c 1.4.1-1
psmisc 23.5-1
pulseaudio 16.1-1
pulseaudio-alsa 1:1.2.7.1-1
pulseaudio-bluetooth 16.1-1
purpose 5.98.0-1
python 3.10.7-1
python-anytree 2.8.0-5
python-appdirs 1.4.4-7
python-asttokens 2.0.8-1
python-atspi 2.38.2-1
python-autocommand 2.2.1-1
python-babel 2.10.3-1
python-backcall 0.2.0-6
python-cairo 1.21.0-1
python-cairocffi 1.3.0-2
python-certifi 2022.09.24-1
python-cffi 1.15.1-1
python-chardet 5.0.0-1
python-configobj 5.0.6.r110.g3e2f4cc-3
python-cssselect 1.1.0-9
python-decorator 5.1.1-1
python-docutils 1:0.19-2
python-executing 1.0.0-1
python-fastbencode 0.0.9-1
python-gobject 3.42.2-1
python-idna 3.4-1
python-imagesize 1.4.1-2
python-inflect 6.0.0-1
python-jaraco.context 4.1.2-1
python-jaraco.functools 3.5.1-1
python-jaraco.text 3.9.1-1
python-jedi 0.18.1-1
python-jinja 1:3.1.2-2
python-lxml 4.9.1-1
python-markupsafe 2.1.1-1
python-matplotlib-inline 0.1.6-2
python-more-itertools 8.13.0-2
python-nspektr 0.4.0-2
python-numpy 1.23.3-1
python-ordered-set 4.1.0-1
python-packaging 21.3-1
python-parso 1:0.8.3-1
python-patiencediff 0.2.3-1
python-pexpect 4.8.0-6
python-pickleshare 0.7.5-8
python-ply 3.11-10
python-prompt_toolkit 3.0.31-1
python-protobuf 21.6-1
python-psutil 5.9.1-1
python-ptyprocess 0.7.0-4
python-pure-eval 0.2.2-1
python-pycparser 2.21-3
python-pydantic 1.10.2-1
python-pygments 2.13.0-1
python-pyparsing 3.0.9-1
python-pytz 2022.1-1
python-pywal 3.3.0-5
python-pyxdg 0.28-1
python-requests 2.28.1-1
python-setuptools 1:62.3.4-1
python-six 1.16.0-6
python-snowballstemmer 2.2.0-3
python-sphinx 5.1.1-2
python-sphinx-alabaster-theme 0.7.12-9
python-sphinxcontrib-applehelp 1.0.2-9
python-sphinxcontrib-devhelp 1.0.2-9
python-sphinxcontrib-htmlhelp 2.0.0-5
python-sphinxcontrib-jsmath 1.0.1-12
python-sphinxcontrib-qthelp 1.0.3-9
python-sphinxcontrib-serializinghtml 1.1.5-4
python-stack-data 0.5.0-1
python-tomli 2.0.1-1
python-traitlets 5.4.0-1
python-trove-classifiers 2022.8.31-1
python-typing_extensions 4.3.0-1
python-urllib3 1.26.12-1
python-validate-pyproject 0.10.1-1
python-wcwidth 0.2.5-6
python-xcffib 0.11.1-4
python-xlib 0.31-3
python2 2.7.18-5
qca-qt5 2.3.4-3
qemu-audio-alsa 7.1.0-5
qemu-audio-dbus 7.1.0-5
qemu-audio-jack 7.1.0-5
qemu-audio-oss 7.1.0-5
qemu-audio-pa 7.1.0-5
qemu-audio-sdl 7.1.0-5
qemu-audio-spice 7.1.0-5
qemu-block-curl 7.1.0-5
qemu-block-dmg 7.1.0-5
qemu-block-nfs 7.1.0-5
qemu-block-ssh 7.1.0-5
qemu-chardev-spice 7.1.0-5
qemu-common 7.1.0-5
qemu-desktop 7.1.0-5
qemu-hw-display-qxl 7.1.0-5
qemu-hw-display-virtio-gpu 7.1.0-5
qemu-hw-display-virtio-gpu-gl 7.1.0-5
qemu-hw-display-virtio-gpu-pci 7.1.0-5
qemu-hw-display-virtio-gpu-pci-gl 7.1.0-5
qemu-hw-display-virtio-vga 7.1.0-5
qemu-hw-display-virtio-vga-gl 7.1.0-5
qemu-hw-s390x-virtio-gpu-ccw 7.1.0-5
qemu-hw-usb-host 7.1.0-5
qemu-hw-usb-redirect 7.1.0-5
qemu-hw-usb-smartcard 7.1.0-5
qemu-img 7.1.0-5
qemu-pr-helper 7.1.0-5
qemu-system-x86 7.1.0-5
qemu-tools 7.1.0-5
qemu-ui-curses 7.1.0-5
qemu-ui-dbus 7.1.0-5
qemu-ui-egl-headless 7.1.0-5
qemu-ui-gtk 7.1.0-5
qemu-ui-opengl 7.1.0-5
qemu-ui-sdl 7.1.0-5
qemu-ui-spice-app 7.1.0-5
qemu-ui-spice-core 7.1.0-5
qemu-vhost-user-gpu 7.1.0-5
qemu-virtiofsd 7.1.0-5
qqc2-desktop-style 5.98.0-1
qqwing 1.3.4-5
qrencode 4.1.1-1
qt5-base 5.15.6+kde+r167-1
qt5-declarative 5.15.6+kde+r20-1
qt5-graphicaleffects 5.15.6+kde+r0-1
qt5-location 5.15.6+kde+r3-1
qt5-multimedia 5.15.6+kde+r1-1
qt5-quickcontrols 5.15.6+kde+r0-1
qt5-quickcontrols2 5.15.6+kde+r5-1
qt5-sensors 5.15.6+kde+r0-1
qt5-speech 5.15.6+kde+r1-1
qt5-svg 5.15.6+kde+r9-1
qt5-tools 5.15.6+kde+r1-1
qt5-translations 5.15.6+kde+r2-1
qt5-wayland 5.15.6+kde+r43-2
qt5-webchannel 5.15.6+kde+r3-1
qt5-webengine 5.15.10-3
qt5-x11extras 5.15.6+kde+r0-1
qtile 0.21.0-1
quadrapassel 40.2-1
ragel 6.10-3
raptor 2.0.15-19
rav1e 0.5.1-2
re2 1:20220601-1
readline 8.1.002-1
recode 3.7.12-1
rest 0.8.1+r4+ge5ee6ef-1
retro-gtk 1.0.2-1
rhash 1.4.2-1
ripgrep 13.0.0-2
rofi 1.7.5-1
rpmextract 1.0-9
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rtorrent 0.9.8-3
run-parts 5.5-1
rygel 1:0.40.4-1
sane 1.1.1-1
sbc 2.0-1
screenfetch 3.9.1-1
screenkey 1.5-2
scrot 1.7-1
sddm 0.19.0-8
sddm-kcm 5.25.5-1
sdl2 2.24.0-2
sdl2_image 2.6.2-1
seabios 1.16.0-3
sed 4.8-1
semver 7.3.7-1
serd 0.30.16-1
shaderc 2022.1-4
shadow 4.11.1-1
shared-color-targets 0.1.7-3
shared-mime-info 2.0+155+gf4e7cbc-1
signon-kwallet-extension 22.08.1-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
siji-git r23.c691f20-2
simple-scan 42.1-1
slang 2.3.3-1
slop 7.5-7
smartmontools 7.3-1
smbclient 4.17.0-1
snappy 1.1.9-2
socat 1.7.4.3-1
solid 5.98.0-1
sonnet 5.98.0-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.1-2
source-highlight 3.1.9-9
spandsp 0.0.6-3
speech-dispatcher 0.11.3-1
speex 1.2.1-1
speexdsp 1.2.1-1
spice 0.15.0-1
spice-gtk 0.41-2
spirv-tools 2022.1-1
sqlite 3.39.3-1
sratom 0.6.14-1
srt 1.5.0-1
startup-notification 0.12-7
sudo 1.9.11.p3-1
suitesparse 5.13.0-1
sushi 42.0-1
svt-av1 1.2.1-1
svt-hevc 1.5.1-2
swell-foop 41.1-1
sxhkd 0.6.2-2
syndication 5.98.0-1
syntax-highlighting 5.98.0-1
sysfsutils 2.1.1-1
sysprof 3.44.0-2
systemd 251.4-1
systemd-libs 251.4-1
systemd-sysvcompat 251.4-1
systemsettings 5.25.5-1
taglib 1.12-2
tali 40.8-1
talloc 2.3.4-1
tar 1.34-1
tdb 1.4.7-1
telepathy-glib 0.24.2-2
telepathy-idle 0.2.2-1
telepathy-logger 0.8.2-5
telepathy-mission-control 5.16.6-2
template-glib 3.34.1-1
tevent 1:0.13.0-1
texinfo 6.8-2
thin-provisioning-tools 0.9.0-1
threadweaver 5.98.0-1
tlp 1.5.0-5
tor 0.4.7.10-1
totem 42.0-1
totem-pl-parser 3.26.6-1
tpm2-tss 3.2.0-1
tracker3 3.3.3-1
tracker3-miners 3.3.1-2
tree 2.0.4-1
tree-sitter 0.20.7-1
tslib 1.22-1
ttf-cascadia-code 2111.01-1
ttf-fira-code 6.2-2
ttf-font-awesome 6.2.0-1
ttf-font-awesome-4 4.7.0-5
ttf-font-awesome-5 5.15.4-1
ttf-hack 3.003-3
ttf-icomoon-feather 1.0-1
ttf-iosevka-nerd 2.2.2-1
ttf-material-design-iconic-font 2.2.0-1
ttf-meslo-nerd-font-powerlevel10k 1.000-3
twolame 0.4.0-2
tzdata 2022c-1
udisks2 2.9.4-1
unclutter 1:1.6-2
unibilium 2.1.1-1
unzip 6.0-19
upower 1.90.0-1
usbmuxd 1.1.1-1
usbredir 0.13.0-1
usbutils 014-2
util-linux 2.38.1-1
util-linux-libs 2.38.1-1
v4l-utils 1.22.1-1
vala 0.56.3-1
vde2 2.3.3-3
vi 1:070224-5
vid.stab 1.1-3
vim 9.0.0354-1
vim-runtime 9.0.0354-1
vino 3.22.0+74+g7a95e10-1
virglrenderer 0.9.1-1
vlc 3.0.17.4-8
vmaf 2.3.1-1
volume_key 0.3.12-7
vte-common 0.68.0-2
vte3 0.68.0-2
vulkan-icd-loader 1.3.226-1
vulkan-tools 1.3.226-1
w3m 0.5.3.git20220409_1-1
wavpack 5.5.0-1
wayland 1.21.0-1
wayland-protocols 1.26-1
wayland-utils 1.1.0-1
webkit2gtk 2.36.7-1
webkit2gtk-4.1 2.36.7-1
webrtc-audio-processing 0.3.1-3
wget 1.21.3-1
which 2.21-5
whois 5.5.13-2
wildmidi 0.4.4-1
wireplumber 0.4.11-4
woff2 1.0.2-4
wolfssl 5.5.0-1
wpa_supplicant 2:2.10-5
wpebackend-fdo 1.12.1-1
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xcb-proto 1.15.2-1
xcb-util 0.4.0-4
xcb-util-cursor 0.1.3-4
xcb-util-image 0.4.0-4
xcb-util-keysyms 0.4.0-4
xcb-util-renderutil 0.3.9-4
xcb-util-wm 0.4.1-4
xcb-util-xrm 1.3-2
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.15.0-1
xdg-desktop-portal-gnome 42.3-1
xdg-desktop-portal-gtk 1.14.0-1
xdg-desktop-portal-kde 5.25.5-1
xdg-user-dirs 0.18-1
xdg-user-dirs-gtk 0.10+9+g5b7efc6-3
xdg-utils 1.1.3+21+g1a58bc2-2
xdotool 3.20211022.1-1
xf86-input-libinput 1.2.1-1
xf86-video-vesa 2.5.0-3
xfce4-notifyd 0.6.4-1
xfce4-power-manager 4.16.0-3
xfconf 4.16.0-2
xfsprogs 5.19.0-1
xkeyboard-config 2.36+89+g382c5feb-1
xmobar 0.43-13
xmonad 0.17.1-11
xmonad-contrib 0.17.1-10
xorg-bdftopcf 1.1-3
xorg-docs 1.7.2-1
xorg-font-util 1.3.3-1
xorg-fonts-100dpi 1.0.3-7
xorg-fonts-75dpi 1.0.3-7
xorg-fonts-alias-100dpi 1.0.4-1
xorg-fonts-alias-75dpi 1.0.4-1
xorg-fonts-encodings 1.0.6-1
xorg-iceauth 1.0.9-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.4-1
xorg-server-common 21.1.4-1
xorg-server-devel 21.1.4-1
xorg-server-xephyr 21.1.4-1
xorg-server-xnest 21.1.4-1
xorg-server-xvfb 21.1.4-1
xorg-sessreg 1.1.2-3
xorg-setxkbmap 1.3.3-1
xorg-smproxy 1.0.6-4
xorg-util-macros 1.19.3-1
xorg-x11perf 1.6.1-3
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xcmsdb 1.0.6-1
xorg-xcursorgen 1.0.7-3
xorg-xdpyinfo 1.3.3-4
xorg-xdriinfo 1.0.6-3
xorg-xev 1.2.5-1
xorg-xgamma 1.0.6-4
xorg-xhost 1.0.8-3
xorg-xinput 1.6.3-3
xorg-xkbcomp 1.4.5-1
xorg-xkbevd 1.1.4-4
xorg-xkbutils 1.0.5-1
xorg-xkill 1.0.5-3
xorg-xlsatoms 1.1.3-3
xorg-xlsclients 1.1.4-3
xorg-xmessage 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xpr 1.1.0-1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xrefresh 1.0.7-1
xorg-xset 1.2.4-3
xorg-xsetroot 1.1.2-3
xorg-xvinfo 1.1.4-3
xorg-xwayland 22.1.3-1
xorg-xwd 1.0.8-1
xorg-xwininfo 1.1.5-3
xorg-xwud 1.0.6-1
xorgproto 2022.2-1
xsel 1.2.0.20200527-1
xsettingsd 1.0.2-1
xvidcore 1.3.7-2
xz 5.2.6-1
yajl 2.1.0-5
yay 11.3.0-1
yelp 42.1-2
yelp-xsl 42.0-1
youtube-dl 2021.12.17-1
yt-dlp 2022.10.04-1
zbar 0.23.90-1
zenity 3.43.0-1
zeromq 4.3.4-2
zimg 3.0.4-1
zip 3.0-10
zlib 1:1.2.12-2
zsh 5.9-1
zsh-autosuggestions 0.7.0-1
zsh-completions 0.34.0-2
zsh-lovers 0.9.1-3
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k-git r4060.4bbb198a-1
zstd 1.5.2-7
zvbi 0.2.35-4
zxing-cpp 1.4.0-1
zziplib 0.13.72-1
